Date,Close,High,Low,Open,Volume
2025-07-21,51.5,53.97999954223633,51.400001525878906,52.689998626708984,38140200
2025-07-22,49.86000061035156,51.86000061035156,48.849998474121094,51.84000015258789,31829300
2025-07-23,51.70000076293945,52.15999984741211,50.58000183105469,50.70000076293945,25249600
2025-07-24,52.52000045776367,53.349998474121094,51.33000183105469,51.81999969482422,37679300
2025-07-25,54.470001220703125,54.52000045776367,51.619998931884766,52.150001525878906,34308400
2025-07-28,60.04999923706055,60.08000183105469,55.29999923706055,55.810001373291016,72578800
2025-07-29,58.630001068115234,61.47999954223633,58.150001525878906,59.72999954223633,57488300
2025-07-30,60.709999084472656,62.279998779296875,59.02000045776367,59.560001373291016,53032900
2025-07-31,58.970001220703125,62.36000061035156,58.459999084472656,62.11000061035156,46751800
2025-08-01,56.63999938964844,58.04999923706055,55.06999969482422,57.11000061035156,40840300
2025-08-04,58.22999954223633,59.189998626708984,57.619998931884766,58.15999984741211,32743600
2025-08-05,57.2599983215332,59.400001525878906,56.790000915527344,58.810001373291016,49970600
2025-08-06,46.790000915527344,48.130001068115234,44.83000183105469,47.33000183105469,115217900
2025-08-07,46.66999816894531,48.81999969482422,46.56999969482422,47.150001525878906,43942200
2025-08-08,44.599998474121094,47.369998931884766,44.529998779296875,46.90999984741211,43796800
2025-08-11,45.20000076293945,46.47999954223633,44.97999954223633,45.08000183105469,31865900
2025-08-12,46.43000030517578,46.599998474121094,44.79999923706055,45.66999816894531,30326100
2025-08-13,46.06999969482422,46.63999938964844,45.560001373291016,46.43000030517578,26004400
2025-08-14,45.4900016784668,45.66999816894531,44.66999816894531,45.349998474121094,22948700
2025-08-15,45.369998931884766,45.56999969482422,44.15999984741211,45.2599983215332,27407500
2025-08-18,45.86000061035156,46.63999938964844,45.18000030517578,45.279998779296875,22586500
2025-08-19,43.2400016784668,45.849998474121094,43.16999816894531,45.849998474121094,30319200
2025-08-20,42.61000061035156,43.470001220703125,41.310001373291016,43.29999923706055,31496600
2025-08-21,42.310001373291016,42.959999084472656,41.81999969482422,42.599998474121094,16552100
2025-08-22,43.880001068115234,44.099998474121094,41.630001068115234,41.650001525878906,24089100
2025-08-25,44.06999969482422,44.93000030517578,43.279998779296875,43.599998474121094,18782000
2025-08-26,44.36000061035156,44.38999938964844,43.63999938964844,44.060001373291016,18168200
2025-08-27,44.7599983215332,45.0099983215332,43.869998931884766,44.369998931884766,18925100
2025-08-28,43.970001220703125,45.34000015258789,43.90999984741211,44.81999969482422,22120100
2025-08-29,41.540000915527344,42.86000061035156,41.439998626708984,42.79999923706055,36835900
2025-09-02,40.779998779296875,40.86000061035156,39.560001373291016,40.029998779296875,29924300
2025-09-03,40.099998474121094,40.97999954223633,39.77000045776367,40.900001525878906,20472800
2025-09-04,40.70000076293945,40.79999923706055,39.75,40.279998779296875,22479400
2025-09-05,40.40999984741211,41.18000030517578,39.7400016784668,40.9900016784668,21771700
2025-09-08,40.040000915527344,41.119998931884766,39.88999938964844,40.900001525878906,19033300
2025-09-09,42.91999816894531,43.0,40.16999816894531,40.2400016784668,37459000
2025-09-10,43.90999984741211,45.56999969482422,43.33000183105469,44.0,40876000
2025-09-11,43.95000076293945,44.5099983215332,43.459999084472656,44.290000915527344,24437700
2025-09-12,45.0,47.0,44.630001068115234,46.560001373291016,38138300
2025-09-15,45.380001068115234,45.77000045776367,44.20000076293945,45.22999954223633,22441800
2025-09-16,44.90999984741211,45.81999969482422,44.5,45.54999923706055,18139200
2025-09-17,44.900001525878906,45.400001525878906,43.689998626708984,44.599998474121094,22589200
2025-09-18,45.939998626708984,46.33000183105469,44.540000915527344,45.41999816894531,26315800
2025-09-19,45.810001373291016,46.52000045776367,45.45000076293945,46.0,28688400
2025-09-22,46.869998931884766,48.529998779296875,45.16999816894531,45.400001525878906,39930600
2025-09-23,46.9900016784668,47.70000076293945,45.86000061035156,47.38999938964844,27042500
2025-09-24,46.20000076293945,48.150001525878906,46.16999816894531,47.22999954223633,24991300
2025-09-25,46.2400016784668,47.15999984741211,44.20000076293945,45.060001373291016,24372200
2025-09-26,45.81999969482422,45.970001220703125,44.400001525878906,45.63999938964844,22879400
2025-09-29,46.36000061035156,47.380001068115234,45.939998626708984,46.279998779296875,25012600
2025-09-30,47.939998626708984,48.20000076293945,46.20000076293945,46.220001220703125,32168500
2025-10-01,52.38999938964844,52.47999954223633,47.36000061035156,47.56999969482422,48357200
2025-10-02,52.5,52.93000030517578,51.060001373291016,52.45000076293945,32744400
2025-10-03,51.959999084472656,53.5099983215332,50.79999923706055,52.7400016784668,32220400
2025-10-06,54.619998931884766,56.11000061035156,53.959999084472656,54.08000183105469,40241600
2025-10-07,55.06999969482422,57.47999954223633,53.599998474121094,56.2599983215332,37885900
2025-10-08,58.68000030517578,58.689998626708984,54.58000183105469,55.27000045776367,45151400
2025-10-09,57.97999954223633,58.779998779296875,57.2599983215332,57.630001068115234,29801500
2025-10-10,52.86000061035156,58.5099983215332,52.560001373291016,58.2400016784668,45087800
2025-10-13,54.75,55.650001525878906,54.02000045776367,54.810001373291016,24588900
2025-10-14,53.11000061035156,55.209999084472656,52.97999954223633,54.130001068115234,19789100
2025-10-15,53.939998626708984,55.06999969482422,52.86000061035156,54.5,16646000
2025-10-16,53.84000015258789,56.22999954223633,53.27000045776367,54.0,24656600
2025-10-17,52.18000030517578,53.630001068115234,51.619998931884766,53.06999969482422,20681800
2025-10-20,55.040000915527344,56.599998474121094,54.599998474121094,55.040000915527344,45553300
2025-10-21,54.81999969482422,55.349998474121094,53.90999984741211,55.15999984741211,29016500
2025-10-22,52.5,54.529998779296875,50.029998779296875,54.4900016784668,34326200
2025-10-23,47.91999816894531,51.84000015258789,47.380001068115234,51.72999954223633,57175700
2025-10-24,48.290000915527344,49.63999938964844,48.209999084472656,48.880001068115234,25206600
2025-10-27,51.56999969482422,51.630001068115234,49.720001220703125,49.720001220703125,27434500
2025-10-28,52.36000061035156,54.029998779296875,51.369998931884766,51.66999816894531,28064400
2025-10-29,52.689998626708984,54.08000183105469,51.560001373291016,53.79999923706055,25028500
2025-10-30,50.369998931884766,52.31999969482422,50.33000183105469,51.900001525878906,17736600
2025-10-31,51.959999084472656,52.9900016784668,50.79999923706055,51.38999938964844,19822800
2025-11-03,50.75,53.0099983215332,50.54999923706055,52.869998931884766,23811300
2025-11-04,47.400001525878906,49.43000030517578,46.86000061035156,48.630001068115234,37973500
2025-11-05,42.029998779296875,46.34000015258789,42.02000045776367,44.97999954223633,61413600
2025-11-06,40.34000015258789,42.81999969482422,40.29999923706055,42.5,32092100
2025-11-07,39.7599983215332,40.09000015258789,38.13999938964844,39.849998474121094,32960200
2025-11-10,40.189998626708984,41.630001068115234,39.900001525878906,41.459999084472656,26396700
2025-11-11,38.81999969482422,39.9900016784668,38.58000183105469,39.9900016784668,21707800
2025-11-12,37.90999984741211,39.45000076293945,37.56999969482422,39.189998626708984,24749700
2025-11-13,35.09000015258789,37.79999923706055,34.779998779296875,37.7599983215332,37471500
2025-11-14,36.41999816894531,37.349998474121094,33.689998626708984,34.2400016784668,37325200
2025-11-17,34.099998474121094,35.81999969482422,33.63999938964844,35.58000183105469,32689500
2025-11-18,34.900001525878906,35.779998779296875,33.54999923706055,34.310001373291016,28024900
2025-11-19,33.72999954223633,34.970001220703125,33.20000076293945,34.54999923706055,28892800
2025-11-20,31.559999465942383,35.540000915527344,31.450000762939453,35.529998779296875,37801500
2025-11-21,32.189998626708984,32.56999969482422,31.030000686645508,32.13999938964844,28321200
2025-11-24,33.31999969482422,33.540000915527344,31.979999542236328,32.38999938964844,27885100
2025-11-25,32.47999954223633,32.630001068115234,31.170000076293945,32.15999984741211,22199800
2025-11-26,32.83000183105469,33.41999816894531,32.45000076293945,33.189998626708984,21642400
2025-11-28,33.849998474121094,33.86000061035156,32.880001068115234,33.33000183105469,10755800
2025-12-01,33.40999984741211,33.95000076293945,32.56999969482422,33.369998931884766,20952400
2025-12-02,32.91999816894531,34.33000183105469,32.88999938964844,33.59000015258789,19434000
2025-12-03,33.68000030517578,33.709999084472656,32.66999816894531,33.0,16253200
2025-12-04,34.22999954223633,34.40999984741211,33.08000183105469,33.5,17205700
2025-12-05,34.689998626708984,34.790000915527344,33.45000076293945,33.849998474121094,19415300
2025-12-08,35.369998931884766,35.880001068115234,34.720001220703125,35.150001525878906,21290300
2025-12-09,35.02000045776367,35.5,34.58000183105469,35.470001220703125,17513000
2025-12-10,34.900001525878906,35.130001068115234,34.18000030517578,34.970001220703125,17615700
2025-12-11,34.02000045776367,34.15999984741211,32.90999984741211,34.150001525878906,23178900
2025-12-12,32.33000183105469,34.599998474121094,32.22999954223633,33.75,22435100
2025-12-15,31.3700008392334,32.86000061035156,31.239999771118164,32.79999923706055,18470600
2025-12-16,31.65999984741211,31.90999984741211,30.950000762939453,31.299999237060547,20835800
2025-12-17,29.84000015258789,31.90999984741211,29.84000015258789,31.489999771118164,24797200
2025-12-18,29.3700008392334,30.90999984741211,29.100000381469727,30.709999084472656,25658700
2025-12-19,31.110000610351562,31.239999771118164,29.59000015258789,29.59000015258789,39854100
2025-12-22,31.06999969482422,31.690000534057617,30.8700008392334,31.170000076293945,21470400
2025-12-23,30.760000228881836,31.110000610351562,30.270000457763672,30.940000534057617,18146700
2025-12-24,30.549999237060547,30.799999237060547,30.34000015258789,30.649999618530273,6805600
2025-12-26,30.639999389648438,30.850000381469727,30.139999389648438,30.639999389648438,14262700
2025-12-29,30.079999923706055,31.139999389648438,29.940000534057617,30.06999969482422,19595400
2025-12-30,29.649999618530273,30.360000610351562,29.639999389648438,30.360000610351562,21568200
2025-12-31,29.270000457763672,29.8700008392334,29.020000457763672,29.709999084472656,24845000
2026-01-02,30.959999084472656,31.399999618530273,29.93000030517578,29.959999084472656,30675100
2026-01-05,30.06999969482422,32.040000915527344,29.979999542236328,31.68000030517578,38591800
2026-01-06,30.540000915527344,30.65999984741211,29.43000030517578,30.649999618530273,29127500
2026-01-07,30.010000228881836,30.6299991607666,29.780000686645508,30.6299991607666,22808200
2026-01-08,29.899999618530273,30.059999465942383,29.209999084472656,30.040000915527344,21598200
2026-01-09,30.15999984741211,31.030000686645508,29.549999237060547,30.030000686645508,27159800
2026-01-12,30.1200008392334,30.540000915527344,29.770000457763672,29.93000030517578,24840600
2026-01-13,28.600000381469727,29.889999389648438,27.799999237060547,29.889999389648438,52519700
2026-01-14,28.270000457763672,28.760000228881836,27.75,28.260000228881836,25019200
2026-01-15,29.420000076293945,29.860000610351562,28.56999969482422,28.709999084472656,33266300
2026-01-16,32.63999938964844,32.97999954223633,29.600000381469727,29.719999313354492,79038200
2026-01-20,31.40999984741211,31.729999542236328,30.219999313354492,31.209999084472656,39742100
2026-01-21,32.2400016784668,32.68000030517578,30.959999084472656,31.65999984741211,37885100
2026-01-22,32.45000076293945,33.4900016784668,32.369998931884766,33.0,29917800
2026-01-23,31.700000762939453,33.63999938964844,31.329999923706055,33.54999923706055,34482400
2026-01-26,30.799999237060547,31.549999237060547,30.65999984741211,31.479999542236328,19400400
2026-01-27,31.200000762939453,31.290000915527344,29.899999618530273,30.829999923706055,20774600
2026-01-28,31.209999084472656,32.33000183105469,30.969999313354492,31.59000015258789,24239900
2026-01-29,30.1200008392334,30.760000228881836,29.139999389648438,30.719999313354492,28135500
2026-01-30,29.110000610351562,30.3700008392334,28.899999618530273,30.190000534057617,24089600
2026-02-02,29.709999084472656,30.959999084472656,28.799999237060547,29.030000686645508,26817000
2026-02-03,29.670000076293945,30.170000076293945,28.639999389648438,30.0,42513900
2026-02-04,33.7599983215332,34.939998626708984,31.700000762939453,32.95000076293945,115558200
2026-02-05,30.850000381469727,33.4900016784668,29.3700008392334,33.02000045776367,60314000
2026-02-06,34.380001068115234,34.70000076293945,31.219999313354492,31.84000015258789,49279800
2026-02-09,33.529998779296875,33.90999984741211,32.650001525878906,33.209999084472656,32251900
2026-02-10,33.33000183105469,34.38999938964844,33.0099983215332,33.849998474121094,24777500
2026-02-11,32.040000915527344,33.90999984741211,31.639999389648438,33.88999938964844,24547200
2026-02-12,30.43000030517578,32.31999969482422,30.420000076293945,32.189998626708984,25527900
2026-02-13,30.540000915527344,31.219999313354492,30.260000228881836,30.639999389648438,21660700
2026-02-17,30.110000610351562,30.75,29.579999923706055,30.309999465942383,20377400
2026-02-18,29.709999084472656,30.420000076293945,29.350000381469727,30.200000762939453,16814700
2026-02-19,32.15999984741211,32.20000076293945,30.989999771118164,31.25,42320100
2026-02-20,32.41999816894531,32.90999984741211,31.420000076293945,31.420000076293945,26058900
2026-02-23,30.709999084472656,32.09000015258789,30.56999969482422,31.760000228881836,21437200
2026-02-24,31.1299991607666,31.3700008392334,30.290000915527344,31.049999237060547,17982600
2026-02-25,33.599998474121094,33.86000061035156,31.459999084472656,31.469999313354492,32402900
2026-02-26,32.279998779296875,33.45000076293945,31.15999984741211,33.220001220703125,28496100
2026-02-27,32.38999938964844,33.040000915527344,31.3799991607666,31.860000610351562,27204800
2026-03-02,31.829999923706055,31.979999542236328,30.549999237060547,30.899999618530273,28730000
2026-03-03,30.68000030517578,31.329999923706055,29.68000030517578,30.889999389648438,26566000
2026-03-04,32.650001525878906,32.959999084472656,30.850000381469727,30.959999084472656,31472400
2026-03-05,32.2400016784668,33.5099983215332,31.469999313354492,32.31999969482422,26932500
2026-03-06,31.309999465942383,32.40999984741211,31.1200008392334,31.440000534057617,21134600
2026-03-09,31.979999542236328,32.15999984741211,29.850000381469727,30.700000762939453,27705300
2026-03-10,31.790000915527344,32.380001068115234,31.559999465942383,31.850000381469727,19233100
2026-03-11,31.790000915527344,33.06999969482422,31.549999237060547,32.5099983215332,22009200
2026-03-12,30.899999618530273,31.809999465942383,30.799999237060547,31.65999984741211,16569400
2026-03-13,30.75,31.229999542236328,30.219999313354492,31.040000915527344,18279100
2026-03-16,31.860000610351562,32.43000030517578,30.920000076293945,31.5,28824000
2026-03-17,31.510000228881836,32.810001373291016,31.479999542236328,31.959999084472656,20833600
2026-03-18,30.350000381469727,31.68000030517578,30.329999923706055,31.31999969482422,24360500
2026-03-19,30.790000915527344,31.520000457763672,29.790000915527344,30.0,25754900
2026-03-20,20.530000686645508,23.094999313354492,20.350000381469727,22.469999313354492,240557743
